onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
91.541	0.1	0.244	91.785	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.244	to_hand	poldrack-single-stim	s650	False
91.787	0.1	0.877	92.664	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.877	to_board	poldrack-single-stim	s650	False
92.666	0.1	0.548	93.214	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.548	to_hand	poldrack-single-stim	s650	False
93.216	0.1	0.517	93.733	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.517	to_board	poldrack-single-stim	s650	False
93.737	1.0	4.176	93.736	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s650	False
97.917	5.733	5.733	103.65	1	PA_with_intermediate	test	ward_and_allport	89	1.0	5.733	to_hand	poldrack-single-stim	s650	False
103.651	0.1	3.965	107.616	0	PA_with_intermediate	test	ward_and_allport	82	1.0	3.965	to_board	poldrack-single-stim	s650	False
107.618	0.1	2.159	109.777	0	PA_with_intermediate	test	ward_and_allport	89	1.0	2.159	to_hand	poldrack-single-stim	s650	False
109.779	0.1	0.493	110.272	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.493	to_board	poldrack-single-stim	s650	False
110.275	0.1	1.494	111.769	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.494	to_hand	poldrack-single-stim	s650	False
111.771	0.1	0.537	112.308	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.537	to_board	poldrack-single-stim	s650	False
112.313	1.0	3.36	112.312	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s650	False
115.675	5.779	5.779	121.454	1	PA_with_intermediate	test	ward_and_allport	71	2.0	5.779	to_hand	poldrack-single-stim	s650	False
121.455	0.1	1.181	122.636	0	PA_with_intermediate	test	ward_and_allport	89	2.0	1.181	to_board	poldrack-single-stim	s650	False
122.639	0.1	1.041	123.68	0	PA_with_intermediate	test	ward_and_allport	71	2.0	1.041	to_hand	poldrack-single-stim	s650	False
123.682	0.1	0.466	124.148	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.466	to_board	poldrack-single-stim	s650	False
124.15	0.1	2.023	126.173	0	PA_with_intermediate	test	ward_and_allport	89	2.0	2.023	to_hand	poldrack-single-stim	s650	False
126.174	0.1	0.405	126.579	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.405	to_board	poldrack-single-stim	s650	False
126.583	1.0	2.0	126.582	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s650	False
128.588	5.006	5.006	133.594	1	PA_without_intermediate	test	ward_and_allport	71	3.0	5.006	to_hand	poldrack-single-stim	s650	False
133.595	0.1	3.847	137.442	0	PA_without_intermediate	test	ward_and_allport	89	3.0	3.847	to_board	poldrack-single-stim	s650	False
137.445	0.1	0.979	138.424	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.979	to_hand	poldrack-single-stim	s650	False
138.425	0.1	0.448	138.873	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.448	to_board	poldrack-single-stim	s650	False
138.877	0.1	0.412	139.289	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.412	to_hand	poldrack-single-stim	s650	False
139.29	0.1	0.4	139.69	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.4	to_board	poldrack-single-stim	s650	False
139.693	1.0	2.408	139.692	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s650	False
142.105	7.748	7.748	149.853	1	PA_with_intermediate	test	ward_and_allport	82	4.0	7.748	to_hand	poldrack-single-stim	s650	False
149.855	0.1	0.52	150.375	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.52	to_board	poldrack-single-stim	s650	False
150.378	0.1	1.264	151.642	0	PA_with_intermediate	test	ward_and_allport	82	4.0	1.264	to_hand	poldrack-single-stim	s650	False
151.643	0.1	0.632	152.275	0	PA_with_intermediate	test	ward_and_allport	71	4.0	0.632	to_board	poldrack-single-stim	s650	False
152.277	0.1	1.898	154.175	0	PA_with_intermediate	test	ward_and_allport	89	4.0	1.898	to_hand	poldrack-single-stim	s650	False
154.177	0.1	0.199	154.376	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.199	to_board	poldrack-single-stim	s650	False
154.379	0.1	0.586	154.965	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.586	to_hand	poldrack-single-stim	s650	False
154.966	0.1	0.441	155.407	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.441	to_board	poldrack-single-stim	s650	False
155.413	1.0	2.816	155.412	0	PA_with_intermediate	test	ward_and_allport	-1	4.0	n/a	feedback	poldrack-single-stim	s650	False
158.233	3.479	3.479	161.712	1	PA_without_intermediate	test	ward_and_allport	89	5.0	3.479	to_hand	poldrack-single-stim	s650	False
161.713	0.1	0.37	162.083	0	PA_without_intermediate	test	ward_and_allport	82	5.0	0.37	to_board	poldrack-single-stim	s650	False
162.086	0.1	2.008	164.094	0	PA_without_intermediate	test	ward_and_allport	89	5.0	2.008	to_hand	poldrack-single-stim	s650	False
164.096	0.1	0.27	164.366	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.27	to_board	poldrack-single-stim	s650	False
164.37	0.1	0.925	165.295	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.925	to_hand	poldrack-single-stim	s650	False
165.296	0.1	0.27	165.566	0	PA_without_intermediate	test	ward_and_allport	82	5.0	0.27	to_board	poldrack-single-stim	s650	False
165.57	1.0	3.088	165.569	0	PA_without_intermediate	test	ward_and_allport	-1	5.0	n/a	feedback	poldrack-single-stim	s650	False
168.663	2.819	2.819	171.482	1	PA_without_intermediate	test	ward_and_allport	82	6.0	2.819	to_hand	poldrack-single-stim	s650	False
171.483	0.1	0.72	172.203	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.72	to_board	poldrack-single-stim	s650	False
172.207	0.1	1.308	173.515	0	PA_without_intermediate	test	ward_and_allport	82	6.0	1.308	to_hand	poldrack-single-stim	s650	False
173.516	0.1	0.732	174.248	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.732	to_board	poldrack-single-stim	s650	False
174.253	0.1	1.065	175.318	0	PA_without_intermediate	test	ward_and_allport	82	6.0	1.065	to_hand	poldrack-single-stim	s650	False
175.32	0.1	0.489	175.809	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.489	to_board	poldrack-single-stim	s650	False
175.814	1.0	2.136	175.813	0	PA_without_intermediate	test	ward_and_allport	-1	6.0	n/a	feedback	poldrack-single-stim	s650	False
177.955	2.635	2.635	180.59	1	PA_without_intermediate	test	ward_and_allport	82	7.0	2.635	to_hand	poldrack-single-stim	s650	False
180.592	0.1	0.521	181.113	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.521	to_board	poldrack-single-stim	s650	False
181.117	0.1	1.355	182.472	0	PA_without_intermediate	test	ward_and_allport	82	7.0	1.355	to_hand	poldrack-single-stim	s650	False
182.474	0.1	0.723	183.197	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.723	to_board	poldrack-single-stim	s650	False
183.201	0.1	0.537	183.738	0	PA_without_intermediate	test	ward_and_allport	82	7.0	0.537	to_hand	poldrack-single-stim	s650	False
183.74	0.1	0.322	184.062	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.322	to_board	poldrack-single-stim	s650	False
184.068	1.0	7.168	184.067	0	PA_without_intermediate	test	ward_and_allport	-1	7.0	n/a	feedback	poldrack-single-stim	s650	False
191.241	4.298	4.298	195.539	1	PA_without_intermediate	test	ward_and_allport	71	8.0	4.298	to_hand	poldrack-single-stim	s650	False
195.54	0.1	0.429	195.969	0	PA_without_intermediate	test	ward_and_allport	82	8.0	0.429	to_board	poldrack-single-stim	s650	False
195.973	0.1	1.236	197.209	0	PA_without_intermediate	test	ward_and_allport	71	8.0	1.236	to_hand	poldrack-single-stim	s650	False
197.209	0.1	0.357	197.566	0	PA_without_intermediate	test	ward_and_allport	89	8.0	0.357	to_board	poldrack-single-stim	s650	False
197.57	0.1	0.395	197.965	0	PA_without_intermediate	test	ward_and_allport	71	8.0	0.395	to_hand	poldrack-single-stim	s650	False
197.966	0.1	0.316	198.282	0	PA_without_intermediate	test	ward_and_allport	82	8.0	0.316	to_board	poldrack-single-stim	s650	False
198.287	1.0	2.816	198.286	0	PA_without_intermediate	test	ward_and_allport	-1	8.0	n/a	feedback	poldrack-single-stim	s650	False
201.108	4.165	4.165	205.273	1	PA_with_intermediate	test	ward_and_allport	89	9.0	4.165	to_hand	poldrack-single-stim	s650	False
205.274	0.1	0.488	205.762	0	PA_with_intermediate	test	ward_and_allport	82	9.0	0.488	to_board	poldrack-single-stim	s650	False
205.766	0.1	1.097	206.863	0	PA_with_intermediate	test	ward_and_allport	89	9.0	1.097	to_hand	poldrack-single-stim	s650	False
206.864	0.1	0.217	207.081	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.217	to_board	poldrack-single-stim	s650	False
207.085	0.1	0.972	208.057	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.972	to_hand	poldrack-single-stim	s650	False
208.058	0.1	0.352	208.41	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.352	to_board	poldrack-single-stim	s650	False
208.415	0.1	1.723	210.138	0	PA_with_intermediate	test	ward_and_allport	82	9.0	1.723	to_hand	poldrack-single-stim	s650	False
210.14	0.1	0.418	210.558	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.418	to_board	poldrack-single-stim	s650	False
210.564	1.0	2.952	210.563	0	PA_with_intermediate	test	ward_and_allport	-1	9.0	n/a	feedback	poldrack-single-stim	s650	False
213.522	4.659	4.659	218.181	1	PA_with_intermediate	test	ward_and_allport	82	10.0	4.659	to_hand	poldrack-single-stim	s650	False
218.183	0.1	2.835	221.018	0	PA_with_intermediate	test	ward_and_allport	89	10.0	2.835	to_board	poldrack-single-stim	s650	False
221.021	0.1	1.078	222.099	0	PA_with_intermediate	test	ward_and_allport	82	10.0	1.078	to_hand	poldrack-single-stim	s650	False
222.101	0.1	0.371	222.472	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.371	to_board	poldrack-single-stim	s650	False
222.476	0.1	0.876	223.352	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.876	to_hand	poldrack-single-stim	s650	False
223.353	0.1	0.406	223.759	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.406	to_board	poldrack-single-stim	s650	False
223.762	0.1	3.741	227.503	0	PA_with_intermediate	test	ward_and_allport	82	10.0	3.741	to_hand	poldrack-single-stim	s650	False
227.505	0.1	0.994	228.499	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.994	to_board	poldrack-single-stim	s650	False
228.506	1.0	2.136	228.505	0	PA_with_intermediate	test	ward_and_allport	-1	10.0	n/a	feedback	poldrack-single-stim	s650	False
230.648	3.756	3.756	234.404	1	PA_without_intermediate	test	ward_and_allport	89	11.0	3.756	to_hand	poldrack-single-stim	s650	False
234.405	0.1	0.525	234.93	0	PA_without_intermediate	test	ward_and_allport	82	11.0	0.525	to_board	poldrack-single-stim	s650	False
234.935	0.1	3.764	238.699	0	PA_without_intermediate	test	ward_and_allport	89	11.0	3.764	to_hand	poldrack-single-stim	s650	False
238.701	0.1	0.734	239.435	0	PA_without_intermediate	test	ward_and_allport	71	11.0	0.734	to_board	poldrack-single-stim	s650	False
239.441	0.1	2.151	241.592	0	PA_without_intermediate	test	ward_and_allport	89	11.0	2.151	to_hand	poldrack-single-stim	s650	False
241.594	0.1	1.438	243.032	0	PA_without_intermediate	test	ward_and_allport	82	11.0	1.438	to_board	poldrack-single-stim	s650	False
243.037	1.0	2.68	243.036	0	PA_without_intermediate	test	ward_and_allport	-1	11.0	n/a	feedback	poldrack-single-stim	s650	False
245.723	3.45	3.45	249.173	1	PA_without_intermediate	test	ward_and_allport	89	12.0	3.45	to_hand	poldrack-single-stim	s650	False
249.175	0.1	0.398	249.573	0	PA_without_intermediate	test	ward_and_allport	71	12.0	0.398	to_board	poldrack-single-stim	s650	False
249.578	0.1	1.252	250.83	0	PA_without_intermediate	test	ward_and_allport	89	12.0	1.252	to_hand	poldrack-single-stim	s650	False
250.832	0.1	0.797	251.629	0	PA_without_intermediate	test	ward_and_allport	71	12.0	0.797	to_board	poldrack-single-stim	s650	False
251.634	0.1	1.699	253.333	0	PA_without_intermediate	test	ward_and_allport	89	12.0	1.699	to_hand	poldrack-single-stim	s650	False
253.335	0.1	0.751	254.086	0	PA_without_intermediate	test	ward_and_allport	82	12.0	0.751	to_board	poldrack-single-stim	s650	False
254.092	1.0	3.088	254.091	0	PA_without_intermediate	test	ward_and_allport	-1	12.0	n/a	feedback	poldrack-single-stim	s650	False
257.185	6.002	6.002	263.187	1	PA_with_intermediate	test	ward_and_allport	82	13.0	6.002	to_hand	poldrack-single-stim	s650	False
263.188	0.1	1.346	264.534	0	PA_with_intermediate	test	ward_and_allport	89	13.0	1.346	to_board	poldrack-single-stim	s650	False
264.54	0.1	2.161	266.701	0	PA_with_intermediate	test	ward_and_allport	82	13.0	2.161	to_hand	poldrack-single-stim	s650	False
266.702	0.1	0.436	267.138	0	PA_with_intermediate	test	ward_and_allport	71	13.0	0.436	to_board	poldrack-single-stim	s650	False
267.142	0.1	1.096	268.238	0	PA_with_intermediate	test	ward_and_allport	89	13.0	1.096	to_hand	poldrack-single-stim	s650	False
268.24	0.1	1.539	269.779	0	PA_with_intermediate	test	ward_and_allport	71	13.0	1.539	to_board	poldrack-single-stim	s650	False
269.785	1.0	2.0	269.784	0	PA_with_intermediate	test	ward_and_allport	-1	13.0	n/a	feedback	poldrack-single-stim	s650	False
271.79	3.143	3.143	274.933	1	PA_without_intermediate	test	ward_and_allport	82	14.0	3.143	to_hand	poldrack-single-stim	s650	False
274.934	0.1	0.428	275.362	0	PA_without_intermediate	test	ward_and_allport	71	14.0	0.428	to_board	poldrack-single-stim	s650	False
275.367	0.1	2.386	277.753	0	PA_without_intermediate	test	ward_and_allport	82	14.0	2.386	to_hand	poldrack-single-stim	s650	False
277.754	0.1	0.821	278.575	0	PA_without_intermediate	test	ward_and_allport	89	14.0	0.821	to_board	poldrack-single-stim	s650	False
278.58	0.1	1.887	280.467	0	PA_without_intermediate	test	ward_and_allport	82	14.0	1.887	to_hand	poldrack-single-stim	s650	False
280.469	0.1	0.465	280.934	0	PA_without_intermediate	test	ward_and_allport	71	14.0	0.465	to_board	poldrack-single-stim	s650	False
280.939	1.0	2.0	280.938	0	PA_without_intermediate	test	ward_and_allport	-1	14.0	n/a	feedback	poldrack-single-stim	s650	False
287.947	3.951	3.951	291.898	1	PA_without_intermediate	test	ward_and_allport	89	15.0	3.951	to_hand	poldrack-single-stim	s650	False
291.899	0.1	0.65	292.549	0	PA_without_intermediate	test	ward_and_allport	71	15.0	0.65	to_board	poldrack-single-stim	s650	False
292.553	0.1	1.491	294.044	0	PA_without_intermediate	test	ward_and_allport	89	15.0	1.491	to_hand	poldrack-single-stim	s650	False
294.045	0.1	0.362	294.407	0	PA_without_intermediate	test	ward_and_allport	71	15.0	0.362	to_board	poldrack-single-stim	s650	False
294.413	0.1	0.64	295.053	0	PA_without_intermediate	test	ward_and_allport	89	15.0	0.64	to_hand	poldrack-single-stim	s650	False
295.054	0.1	0.584	295.638	0	PA_without_intermediate	test	ward_and_allport	82	15.0	0.584	to_board	poldrack-single-stim	s650	False
295.644	1.0	2.0	295.643	0	PA_without_intermediate	test	ward_and_allport	-1	15.0	n/a	feedback	poldrack-single-stim	s650	False
297.649	5.023	5.023	302.672	1	PA_with_intermediate	test	ward_and_allport	89	16.0	5.023	to_hand	poldrack-single-stim	s650	False
302.674	0.1	0.49	303.164	0	PA_with_intermediate	test	ward_and_allport	71	16.0	0.49	to_board	poldrack-single-stim	s650	False
303.169	0.1	0.959	304.128	0	PA_with_intermediate	test	ward_and_allport	89	16.0	0.959	to_hand	poldrack-single-stim	s650	False
304.129	0.1	0.72	304.849	0	PA_with_intermediate	test	ward_and_allport	82	16.0	0.72	to_board	poldrack-single-stim	s650	False
304.855	0.1	1.804	306.659	0	PA_with_intermediate	test	ward_and_allport	71	16.0	1.804	to_hand	poldrack-single-stim	s650	False
306.66	0.1	0.443	307.103	0	PA_with_intermediate	test	ward_and_allport	82	16.0	0.443	to_board	poldrack-single-stim	s650	False
307.109	1.0	2.544	307.108	0	PA_with_intermediate	test	ward_and_allport	-1	16.0	n/a	feedback	poldrack-single-stim	s650	False
309.659	3.485	3.485	313.144	1	PA_without_intermediate	test	ward_and_allport	82	17.0	3.485	to_hand	poldrack-single-stim	s650	False
313.145	0.1	1.292	314.437	0	PA_without_intermediate	test	ward_and_allport	89	17.0	1.292	to_board	poldrack-single-stim	s650	False
314.443	0.1	1.766	316.209	0	PA_without_intermediate	test	ward_and_allport	82	17.0	1.766	to_hand	poldrack-single-stim	s650	False
316.21	0.1	0.459	316.669	0	PA_without_intermediate	test	ward_and_allport	71	17.0	0.459	to_board	poldrack-single-stim	s650	False
316.675	0.1	1.765	318.44	0	PA_without_intermediate	test	ward_and_allport	82	17.0	1.765	to_hand	poldrack-single-stim	s650	False
318.441	0.1	1.578	320.019	0	PA_without_intermediate	test	ward_and_allport	89	17.0	1.578	to_board	poldrack-single-stim	s650	False
320.025	1.0	2.272	320.024	0	PA_without_intermediate	test	ward_and_allport	-1	17.0	n/a	feedback	poldrack-single-stim	s650	False
322.304	10.172	10.172	332.476	1	PA_with_intermediate	test	ward_and_allport	71	18.0	10.172	to_hand	poldrack-single-stim	s650	False
332.477	0.1	1.693	334.17	0	PA_with_intermediate	test	ward_and_allport	89	18.0	1.693	to_board	poldrack-single-stim	s650	False
334.176	0.1	0.923	335.099	0	PA_with_intermediate	test	ward_and_allport	71	18.0	0.923	to_hand	poldrack-single-stim	s650	False
335.1	0.1	0.426	335.526	0	PA_with_intermediate	test	ward_and_allport	82	18.0	0.426	to_board	poldrack-single-stim	s650	False
335.532	0.1	1.206	336.738	0	PA_with_intermediate	test	ward_and_allport	89	18.0	1.206	to_hand	poldrack-single-stim	s650	False
336.739	0.1	1.108	337.847	0	PA_with_intermediate	test	ward_and_allport	82	18.0	1.108	to_board	poldrack-single-stim	s650	False
337.855	1.0	4.04	337.854	0	PA_with_intermediate	test	ward_and_allport	-1	18.0	n/a	feedback	poldrack-single-stim	s650	False
341.901	3.733	3.733	345.634	1	PA_with_intermediate	test	ward_and_allport	82	19.0	3.733	to_hand	poldrack-single-stim	s650	False
345.634	0.1	3.213	348.847	0	PA_with_intermediate	test	ward_and_allport	71	19.0	3.213	to_board	poldrack-single-stim	s650	False
348.854	0.1	0.578	349.432	0	PA_with_intermediate	test	ward_and_allport	82	19.0	0.578	to_hand	poldrack-single-stim	s650	False
349.434	0.1	0.504	349.938	0	PA_with_intermediate	test	ward_and_allport	89	19.0	0.504	to_board	poldrack-single-stim	s650	False
349.945	0.1	2.926	352.871	0	PA_with_intermediate	test	ward_and_allport	71	19.0	2.926	to_hand	poldrack-single-stim	s650	False
352.873	0.1	0.452	353.325	0	PA_with_intermediate	test	ward_and_allport	82	19.0	0.452	to_board	poldrack-single-stim	s650	False
353.333	1.0	2.272	353.332	0	PA_with_intermediate	test	ward_and_allport	-1	19.0	n/a	feedback	poldrack-single-stim	s650	False
355.611	6.292	6.292	361.903	1	PA_with_intermediate	test	ward_and_allport	82	20.0	6.292	to_hand	poldrack-single-stim	s650	False
361.905	0.1	1.123	363.028	0	PA_with_intermediate	test	ward_and_allport	89	20.0	1.123	to_board	poldrack-single-stim	s650	False
363.033	0.1	0.885	363.918	0	PA_with_intermediate	test	ward_and_allport	82	20.0	0.885	to_hand	poldrack-single-stim	s650	False
363.919	0.1	0.473	364.392	0	PA_with_intermediate	test	ward_and_allport	71	20.0	0.473	to_board	poldrack-single-stim	s650	False
364.399	0.1	1.009	365.408	0	PA_with_intermediate	test	ward_and_allport	89	20.0	1.009	to_hand	poldrack-single-stim	s650	False
365.408	0.1	0.506	365.914	0	PA_with_intermediate	test	ward_and_allport	82	20.0	0.506	to_board	poldrack-single-stim	s650	False
365.922	1.0	2.136	365.921	0	PA_with_intermediate	test	ward_and_allport	-1	20.0	n/a	feedback	poldrack-single-stim	s650	False
368.065	5.284	5.284	373.349	1	PA_with_intermediate	test	ward_and_allport	71	21.0	5.284	to_hand	poldrack-single-stim	s650	False
373.35	0.1	0.453	373.803	0	PA_with_intermediate	test	ward_and_allport	82	21.0	0.453	to_board	poldrack-single-stim	s650	False
373.81	0.1	1.203	375.013	0	PA_with_intermediate	test	ward_and_allport	71	21.0	1.203	to_hand	poldrack-single-stim	s650	False
375.014	0.1	1.683	376.697	0	PA_with_intermediate	test	ward_and_allport	89	21.0	1.683	to_board	poldrack-single-stim	s650	False
376.703	0.1	1.103	377.806	0	PA_with_intermediate	test	ward_and_allport	82	21.0	1.103	to_hand	poldrack-single-stim	s650	False
377.807	0.1	0.961	378.768	0	PA_with_intermediate	test	ward_and_allport	89	21.0	0.961	to_board	poldrack-single-stim	s650	False
378.776	1.0	2.0	378.775	0	PA_with_intermediate	test	ward_and_allport	-1	21.0	n/a	feedback	poldrack-single-stim	s650	False
380.783	3.459	3.459	384.242	1	PA_with_intermediate	test	ward_and_allport	89	22.0	3.459	to_hand	poldrack-single-stim	s650	False
384.242	0.1	4.023	388.265	0	PA_with_intermediate	test	ward_and_allport	71	22.0	4.023	to_board	poldrack-single-stim	s650	False
388.271	0.1	0.85	389.121	0	PA_with_intermediate	test	ward_and_allport	89	22.0	0.85	to_hand	poldrack-single-stim	s650	False
389.123	0.1	0.471	389.594	0	PA_with_intermediate	test	ward_and_allport	82	22.0	0.471	to_board	poldrack-single-stim	s650	False
389.601	0.1	0.817	390.418	0	PA_with_intermediate	test	ward_and_allport	71	22.0	0.817	to_hand	poldrack-single-stim	s650	False
390.419	0.1	0.929	391.348	0	PA_with_intermediate	test	ward_and_allport	89	22.0	0.929	to_board	poldrack-single-stim	s650	False
