onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
4.512	1.5	5.907	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.395	probe	AX	s172	False
9.198	1.5	10.663	2.316	AY	0.0	71.0	dot_pattern_expectancy	89.0	0.465	probe	AY	s172	False
14.021	1.5	16.085	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.064	probe	AY	s172	False
18.163	1.5	19.507	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.344	probe	BX	s172	False
22.577	1.5	23.915	3.54	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.338	probe	AX	s172	False
28.625	1.5	29.907	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.282	probe	BX	s172	False
32.767	1.5	34.126	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.359	probe	BY	s172	False
36.773	1.5	38.192	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.419	probe	AX	s172	False
40.781	1.5	42.155	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.374	probe	AX	s172	False
45.06	1.5	46.332	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.272	probe	BY	s172	False
50.019	1.5	51.424	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.405	probe	AX	s172	False
54.434	1.5	55.736	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.302	probe	BX	s172	False
58.576	1.5	60.058	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.482	probe	AX	s172	False
62.584	1.5	64.039	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s172	False
66.725	1.5	68.155	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.43	probe	AX	s172	False
70.867	1.5	72.11	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.243	probe	BY	s172	False
75.825	1.5	77.269	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.444	probe	AX	s172	False
79.832	1.5	81.081	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.249	probe	BY	s172	False
83.837	1.5	85.236	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.399	probe	AX	s172	False
87.979	1.5	89.436	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.457	probe	AX	s172	False
92.12	1.5	93.636	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.516	probe	AY	s172	False
96.261	1.5	97.664	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.403	probe	AX	s172	False
100.27	1.5	101.734	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s172	False
104.275	1.5	105.698	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.423	probe	AX	s172	False
108.554	1.5	110.028	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.474	probe	AX	s172	False
113.241	1.5	114.554	1.772	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.313	probe	BX	s172	False
117.518	1.5	118.888	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.37	probe	BY	s172	False
121.524	1.5	122.979	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s172	False
125.529	1.5	126.984	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s172	False
129.671	1.5	131.337	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.666	probe	AY	s172	False
134.356	1.5	135.966	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.61	probe	AY	s172	False
139.178	1.5	140.437	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.259	probe	BX	s172	False
143.319	1.5	144.573	2.18	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.254	probe	BX	s172	False
148.004	1.5	149.531	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.527	probe	AY	s172	False
152.554	1.5	153.934	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.38	probe	AX	s172	False
156.831	1.5	158.251	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.42	probe	AX	s172	False
160.837	1.5	162.246	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.409	probe	AX	s172	False
165.525	1.5	167.001	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.476	probe	AY	s172	False
170.482	1.5	172.046	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.564	probe	AX	s172	False
174.624	1.5	175.992	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.368	probe	AX	s172	False
189.547	1.5	190.931	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.384	probe	AX	s172	False
193.824	1.5	195.263	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.439	probe	AX	s172	False
197.829	1.5	199.304	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.475	probe	AY	s172	False
202.788	1.5	204.612	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.824	probe	AY	s172	False
207.065	1.5	208.417	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.352	probe	AX	s172	False
211.479	1.5	212.931	1.908	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.452	probe	AX	s172	False
215.894	1.5	217.426	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.532	probe	AX	s172	False
220.988	1.5	222.434	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.446	probe	AY	s172	False
224.993	1.5	226.278	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.285	probe	BY	s172	False
228.999	1.5	230.295	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.296	probe	BY	s172	False
233.004	1.5	234.344	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.34	probe	AX	s172	False
237.146	1.5	238.474	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.328	probe	BX	s172	False
241.697	1.5	243.078	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.381	probe	AX	s172	False
245.975	1.5	247.258	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.283	probe	BX	s172	False
251.069	1.5	252.78	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.711	probe	AY	s172	False
255.074	1.5	256.518	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.444	probe	AX	s172	False
260.032	1.5	261.288	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.256	probe	BY	s172	False
264.174	1.5	265.623	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.449	probe	AX	s172	False
268.316	1.5	269.855	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.539	probe	AX	s172	False
272.32	1.5	273.927	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.607	probe	BY	s172	False
276.462	1.5	277.815	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.353	probe	AX	s172	False
